Speaker,start,end,time,ITL,ICL
Music,0:00:03,0:02:02,0:01:59,,
Music,0:02:24,0:02:34,0:00:10,,
Music,0:02:38,0:02:47,0:00:09,,
Music,0:02:49,0:03:00,0:00:11,,
Music,0:03:04,0:03:05,0:00:01,,
Music,0:03:07,0:03:27,0:00:20,,
Music,0:03:41,0:03:53,0:00:11,,
Music,0:03:59,0:04:07,0:00:08,,
Music,0:04:10,0:04:26,0:00:17,,
Music,0:04:30,0:04:32,0:00:02,,
Music,0:04:36,0:04:38,0:00:01,,
Music,0:04:50,0:04:55,0:00:05,,
Music,0:04:57,0:05:04,0:00:07,,
Music,0:05:08,0:05:16,0:00:08,,
Music,0:05:25,0:05:41,0:00:16,,
Music,0:05:42,0:05:44,0:00:01,,
Music,0:05:48,0:06:00,0:00:12,,
Music,0:06:12,0:06:17,0:00:06,,
Music,0:06:22,0:06:43,0:00:21,,
Music,0:06:51,0:07:06,0:00:15,,
Music,0:07:14,0:07:43,0:00:30,,
Music,0:08:06,0:08:17,0:00:10,,
Music,0:08:17,0:08:24,0:00:07,,
Music,0:08:26,0:08:38,0:00:12,,
Music,0:08:41,0:08:50,0:00:08,,
Music,0:09:03,0:09:05,0:00:02,,
Music,0:09:07,0:09:18,0:00:11,,
Music,0:09:21,0:09:25,0:00:04,,
Music,0:09:28,0:09:46,0:00:17,,
Music,0:09:46,0:09:51,0:00:05,,
Music,0:09:53,0:09:55,0:00:02,,
Music,0:09:56,0:09:58,0:00:02,,
Music,0:10:00,0:10:06,0:00:06,,
Music,0:10:10,0:10:11,0:00:02,,
Music,0:10:21,0:10:24,0:00:02,,
Music,0:10:27,0:10:39,0:00:11,,
Music,0:10:39,0:10:41,0:00:02,,
Music,0:10:42,0:10:46,0:00:04,,
Music,0:10:47,0:10:51,0:00:04,,
Music,0:10:51,0:10:59,0:00:07,,
Music,0:11:01,0:11:25,0:00:24,,
Music,0:11:27,0:11:52,0:00:25,,
Music,0:11:53,0:11:58,0:00:05,,
Music,0:12:00,0:12:04,0:00:03,,
Music,0:12:04,0:12:09,0:00:05,,
Music,0:12:10,0:12:16,0:00:06,,
Music,0:12:19,0:12:22,0:00:02,,
Music,0:12:24,0:12:26,0:00:02,,
Music,0:12:31,0:12:50,0:00:19,,
Music,0:12:54,0:12:57,0:00:03,,
Music,0:12:59,0:13:27,0:00:28,,
Music,0:13:30,0:13:57,0:00:27,,
Music,0:14:08,0:14:16,0:00:08,,
Music,0:14:19,0:14:36,0:00:17,,
Music,0:14:37,0:14:38,0:00:02,,
Music,0:14:42,0:14:44,0:00:03,,
Music,0:14:47,0:15:05,0:00:17,,
Music,0:15:09,0:15:29,0:00:20,,
Music,0:15:30,0:15:31,0:00:01,,
Music,0:15:33,0:15:39,0:00:06,,
Music,0:15:46,0:15:50,0:00:04,,
Music,0:15:51,0:15:59,0:00:08,,
Music,0:16:04,0:16:09,0:00:05,,
Music,0:16:09,0:16:20,0:00:10,,
Music,0:16:23,0:16:27,0:00:04,,
Music,0:16:33,0:16:54,0:00:20,,
Music,0:16:55,0:16:58,0:00:03,,
Music,0:17:00,0:17:02,0:00:02,,
Music,0:17:05,0:17:22,0:00:17,,
Music,0:17:23,0:17:40,0:00:18,,
Music,0:17:42,0:17:49,0:00:07,,
Music,0:17:51,0:17:55,0:00:04,,
Music,0:17:56,0:18:02,0:00:07,,
Music,0:18:03,0:18:04,0:00:01,,
Music,0:18:08,0:18:24,0:00:16,,
Music,0:18:27,0:18:39,0:00:11,,
Music,0:18:39,0:18:49,0:00:10,,
Music,0:18:58,0:19:19,0:00:21,,
Music,0:19:20,0:19:28,0:00:08,,
Music,0:19:44,0:19:54,0:00:10,,
Music,0:19:57,0:20:10,0:00:13,,
Music,0:20:24,0:20:36,0:00:12,,
Music,0:20:38,0:20:38,0:00:01,,
Music,0:20:39,0:20:41,0:00:02,,
Music,0:20:46,0:20:52,0:00:06,,
Music,0:20:53,0:21:24,0:00:31,,
Music,0:21:28,0:21:41,0:00:12,,
Music,0:21:46,0:21:51,0:00:05,,
Music,0:21:54,0:21:58,0:00:04,,
Music,0:22:04,0:22:06,0:00:02,,
Music,0:22:10,0:22:17,0:00:07,,
Music,0:22:20,0:22:44,0:00:24,,
Music,0:22:48,0:23:14,0:00:25,,
Music,0:23:22,0:23:24,0:00:02,,
Music,0:23:25,0:23:36,0:00:12,,
Music,0:23:43,0:24:10,0:00:27,,
Music,0:24:13,0:24:23,0:00:10,,
Music,0:24:29,0:24:36,0:00:07,,
Music,0:24:37,0:24:42,0:00:05,,
Music,0:24:44,0:25:01,0:00:17,,
Music,0:25:12,0:25:17,0:00:04,,
Music,0:25:20,0:25:26,0:00:06,,
Music,0:25:29,0:25:30,0:00:01,,
Music,0:25:33,0:25:37,0:00:04,,
Music,0:25:38,0:25:43,0:00:04,,
Music,0:25:46,0:25:51,0:00:05,,
Music,0:26:04,0:26:41,0:00:37,,
Music,0:26:54,0:27:10,0:00:16,,
Music,0:27:13,0:27:22,0:00:08,,
Music,0:27:23,0:27:30,0:00:07,,
Music,0:27:56,0:27:59,0:00:03,,
Music,0:28:06,0:28:08,0:00:02,,
Music,0:28:10,0:28:15,0:00:06,,
Music,0:28:17,0:28:23,0:00:05,,
Music,0:28:23,0:28:25,0:00:02,,
Music,0:28:27,0:28:28,0:00:01,,
Music,0:28:28,0:28:29,0:00:01,,
Music,0:28:37,0:28:37,0:00:01,,
Music,0:28:38,0:28:41,0:00:03,,
Music,0:28:43,0:28:44,0:00:01,,
Music,0:28:45,0:28:47,0:00:02,,
Music,0:28:47,0:28:52,0:00:05,,
Music,0:29:18,0:29:21,0:00:03,,
Music,0:29:22,0:29:26,0:00:04,,
Music,0:29:27,0:29:32,0:00:06,,
Music,0:29:35,0:29:44,0:00:09,,
Music,0:29:48,0:29:55,0:00:07,,
Music,0:29:58,0:29:59,0:00:01,,
Music,0:30:00,0:30:03,0:00:03,,
Music,0:30:04,0:30:17,0:00:13,,
Music,0:30:17,0:30:21,0:00:04,,
Music,0:30:23,0:30:25,0:00:02,,
Music,0:30:26,0:30:28,0:00:03,,
Music,0:30:33,0:30:54,0:00:20,,
Music,0:31:03,0:31:49,0:00:47,,
Music,0:31:53,0:32:07,0:00:14,,
Music,0:32:11,0:32:12,0:00:02,,
Music,0:32:30,0:32:32,0:00:02,,
Music,0:32:40,0:32:43,0:00:03,,
Music,0:32:44,0:32:49,0:00:05,,
Music,0:32:51,0:32:52,0:00:01,,
Music,0:32:52,0:32:54,0:00:01,,
Music,0:32:57,0:33:00,0:00:03,,
Music,0:33:01,0:33:03,0:00:02,,
Music,0:33:06,0:33:13,0:00:07,,
Music,0:33:17,0:33:29,0:00:12,,
Music,0:33:37,0:33:45,0:00:09,,
Music,0:33:48,0:34:03,0:00:15,,
Music,0:35:03,0:35:03,0:00:01,,
S-Speech,0:01:00,0:01:03,0:00:03,,
S-Speech,0:02:00,0:02:02,0:00:02,,
S-Speech,0:03:40,0:03:42,0:00:02,,
S-Speech,0:03:50,0:03:54,0:00:04,,
S-Speech,0:03:58,0:04:00,0:00:02,,
S-Speech,0:04:44,0:04:47,0:00:03,,
S-Speech,0:05:04,0:05:07,0:00:03,,
S-Speech,0:05:41,0:05:44,0:00:03,,
S-Speech,0:07:08,0:07:11,0:00:03,,
S-Speech,0:07:46,0:07:49,0:00:03,,
S-Speech,0:07:56,0:07:58,0:00:02,,
S-Speech,0:08:04,0:08:06,0:00:02,,
S-Speech,0:09:03,0:09:07,0:00:04,,
S-Speech,0:09:27,0:09:29,0:00:02,,
S-Speech,0:09:37,0:09:39,0:00:02,,
S-Speech,0:10:01,0:10:10,0:00:09,,
S-Speech,0:10:18,0:10:22,0:00:04,,
S-Speech,0:11:02,0:11:27,0:00:25,,
S-Speech,0:12:21,0:12:24,0:00:03,,
S-Speech,0:12:49,0:12:54,0:00:05,,
S-Speech,0:13:56,0:13:58,0:00:02,,
S-Speech,0:15:13,0:15:16,0:00:03,,
S-Speech,0:16:31,0:16:34,0:00:03,,
S-Speech,0:17:44,0:17:50,0:00:06,,
S-Speech,0:19:33,0:19:35,0:00:02,,
S-Speech,0:20:25,0:20:26,0:00:01,,
S-Speech,0:20:51,0:20:56,0:00:05,,
S-Speech,0:21:25,0:21:28,0:00:03,,
S-Speech,0:21:50,0:21:56,0:00:06,,
S-Speech,0:21:58,0:22:01,0:00:03,,
S-Speech,0:22:03,0:22:04,0:00:01,,
S-Speech,0:22:09,0:22:10,0:00:01,,
S-Speech,0:25:10,0:25:13,0:00:03,,
S-Speech,0:25:26,0:25:29,0:00:03,,
S-Speech,0:25:30,0:25:32,0:00:02,,
S-Speech,0:25:44,0:25:46,0:00:02,,
S-Speech,0:26:01,0:26:03,0:00:02,,
S-Speech,0:26:47,0:26:49,0:00:02,,
S-Speech,0:27:35,0:27:38,0:00:03,,
S-Speech,0:28:00,0:28:02,0:00:02,,
S-Speech,0:28:10,0:28:14,0:00:04,,
S-Speech,0:28:56,0:28:58,0:00:02,,
S-Speech,0:29:14,0:29:16,0:00:02,,
S-Speech,0:29:19,0:29:23,0:00:04,,
S-Speech,0:29:27,0:29:29,0:00:02,,
S-Speech,0:29:54,0:29:56,0:00:02,,
S-Speech,0:30:18,0:30:20,0:00:02,,
S-Speech,0:30:56,0:30:58,0:00:02,,
S-Speech,0:31:52,0:31:54,0:00:02,,
S-Speech,0:32:18,0:32:20,0:00:02,,
S-Speech,0:32:25,0:32:27,0:00:02,,
S-Speech,0:32:29,0:32:33,0:00:04,,
S-Speech,0:33:05,0:33:07,0:00:02,,
S-Speech,0:33:17,0:33:19,0:00:02,,
S-Speech,0:33:29,0:33:35,0:00:06,,
S-Speech,0:33:41,0:33:43,0:00:02,,
S-Speech,0:33:46,0:33:48,0:00:02,,
S-Speech,0:33:53,0:33:55,0:00:02,,
S-Speech,0:33:57,0:34:01,0:00:04,,
S-Speech,0:34:05,0:34:07,0:00:02,,
S-Speech,0:34:09,0:34:11,0:00:02,,
S-Speech,0:34:21,0:34:33,0:00:12,,
