Speaker,start,end,time,ITL,ICL
Music,0:00:03,0:00:09,0:00:06,,
Music,0:00:10,0:00:16,0:00:06,,
Music,0:00:18,0:00:24,0:00:06,,
Music,0:00:24,0:00:30,0:00:06,,
Music,0:00:31,0:00:36,0:00:05,,
Music,0:00:37,0:00:50,0:00:13,,
Music,0:00:51,0:01:32,0:00:41,,
Music,0:01:33,0:01:34,0:00:01,,
Music,0:01:35,0:01:36,0:00:01,,
Music,0:01:40,0:02:49,0:01:09,,
Music,0:02:50,0:03:45,0:00:55,,
Music,0:03:48,0:04:34,0:00:46,,
Music,0:04:35,0:04:38,0:00:03,,
Music,0:04:40,0:05:30,0:00:50,,
Music,0:05:30,0:05:58,0:00:28,,
Music,0:06:00,0:07:13,0:01:13,,
Music,0:07:13,0:07:30,0:00:17,,
Music,0:07:40,0:07:46,0:00:06,,
Music,0:07:51,0:08:07,0:00:16,,
Music,0:08:11,0:08:59,0:00:48,,
Music,0:08:59,0:09:30,0:00:31,,
Music,0:09:37,0:11:08,0:01:31,,
Music,0:11:10,0:11:52,0:00:42,,
Music,0:11:52,0:12:43,0:00:51,,
Music,0:12:44,0:13:44,0:01:00,,
Music,0:13:44,0:14:10,0:00:26,,
Music,0:14:18,0:15:24,0:01:06,,
Music,0:15:25,0:15:30,0:00:05,,
Music,0:15:30,0:15:50,0:00:20,,
Music,0:15:51,0:17:23,0:01:32,,
Music,0:17:25,0:17:40,0:00:15,,
Music,0:18:08,0:18:25,0:00:17,,
S-Speech,0:00:01,0:00:03,0:00:02,,
S-Speech,0:04:25,0:04:29,0:00:04,,
S-Speech,0:07:16,0:07:18,0:00:02,,
S-Speech,0:07:22,0:07:28,0:00:06,,
S-Speech,0:07:33,0:07:38,0:00:05,,
S-Speech,0:07:47,0:07:52,0:00:05,,
S-Speech,0:07:57,0:07:58,0:00:01,,
S-Speech,0:08:05,0:08:12,0:00:07,,
S-Speech,0:08:32,0:08:34,0:00:02,,
S-Speech,0:08:42,0:08:45,0:00:03,,
S-Speech,0:08:48,0:08:51,0:00:03,,
S-Speech,0:08:53,0:08:55,0:00:02,,
S-Speech,0:09:00,0:09:05,0:00:05,,
S-Speech,0:09:09,0:09:13,0:00:04,,
S-Speech,0:09:32,0:09:37,0:00:05,,
S-Speech,0:09:55,0:09:58,0:00:03,,
S-Speech,0:10:08,0:10:10,0:00:02,,
S-Speech,0:10:16,0:10:18,0:00:02,,
S-Speech,0:10:28,0:10:31,0:00:03,,
S-Speech,0:10:41,0:10:43,0:00:02,,
S-Speech,0:11:13,0:11:15,0:00:02,,
S-Speech,0:11:34,0:11:36,0:00:02,,
S-Speech,0:12:04,0:12:05,0:00:01,,
S-Speech,0:12:07,0:12:09,0:00:02,,
S-Speech,0:12:32,0:12:33,0:00:01,,
S-Speech,0:12:34,0:12:36,0:00:02,,
S-Speech,0:12:39,0:12:41,0:00:02,,
S-Speech,0:13:07,0:13:10,0:00:03,,
S-Speech,0:13:25,0:13:26,0:00:01,,
S-Speech,0:14:11,0:14:13,0:00:02,,
S-Speech,0:14:16,0:14:21,0:00:05,,
S-Speech,0:14:52,0:14:53,0:00:01,,
S-Speech,0:15:09,0:15:11,0:00:02,,
S-Speech,0:15:25,0:15:27,0:00:02,,
S-Speech,0:15:32,0:15:39,0:00:07,,
S-Speech,0:15:44,0:15:46,0:00:02,,
S-Speech,0:15:47,0:15:51,0:00:04,,
S-Speech,0:16:16,0:16:19,0:00:03,,
S-Speech,0:16:23,0:16:25,0:00:02,,
S-Speech,0:16:49,0:16:51,0:00:02,,
S-Speech,0:16:57,0:16:59,0:00:02,,
S-Speech,0:17:27,0:17:29,0:00:02,,
S-Speech,0:17:30,0:17:36,0:00:06,,
S-Speech,0:17:40,0:17:52,0:00:12,,
S-Speech,0:17:55,0:17:57,0:00:02,,
S-Speech,0:17:59,0:18:07,0:00:08,,
S-Speech,0:18:18,0:18:25,0:00:07,,
T-Speech,0:00:02,0:00:03,0:00:01,Other,Giving Subjective Information
T-Speech,0:07:15,0:07:50,0:00:35,Technique,Giving Feedback
T-Speech,0:07:51,0:07:57,0:00:06,Technique,Giving Feedback
T-Speech,0:07:58,0:08:05,0:00:07,Technique,Giving Advice
T-Speech,0:08:06,0:08:08,0:00:02,Technique,Giving Feedback
T-Speech,0:08:12,0:08:17,0:00:05,Technique,Giving Advice
T-Speech,0:08:23,0:08:43,0:00:20,Technique,Giving Advice
T-Speech,0:08:44,0:08:48,0:00:04,Technique,Giving Subjective Information
T-Speech,0:08:50,0:09:00,0:00:10,Technique,Giving Advice
T-Speech,0:09:06,0:09:10,0:00:04,Musical Expression,Giving Feedback
T-Speech,0:09:11,0:09:12,0:00:01,Musical Expression,Giving Feedback
T-Speech,0:09:28,0:09:37,0:00:09,Other,Giving Advice
T-Speech,0:09:38,0:09:41,0:00:03,Other,Giving Advice
T-Speech,0:09:43,0:09:47,0:00:04,Other,Giving Advice
T-Speech,0:09:49,0:09:55,0:00:06,Other,Giving Advice
T-Speech,0:10:00,0:10:03,0:00:03,Other,Giving Advice
T-Speech,0:10:04,0:10:06,0:00:02,Other,Giving Subjective Information
T-Speech,0:10:09,0:10:34,0:00:25,Musical Expression,Giving Advice
T-Speech,0:10:35,0:10:47,0:00:12,Technique,Giving Practice
T-Speech,0:10:54,0:10:57,0:00:03,Technique,Giving Subjective Information
T-Speech,0:11:02,0:11:16,0:00:14,Technique,Giving Practice
T-Speech,0:11:17,0:11:22,0:00:05,Musical Expression,Giving Subjective Information
T-Speech,0:11:33,0:11:35,0:00:02,Technique,Giving Feedback
T-Speech,0:11:36,0:11:43,0:00:07,Musical Expression,Giving Subjective Information
T-Speech,0:11:49,0:11:52,0:00:03,Musical Expression,Giving Subjective Information
T-Speech,0:11:53,0:12:06,0:00:13,Technique,Giving Practice
T-Speech,0:12:10,0:12:12,0:00:02,Technique,Giving Subjective Information
T-Speech,0:12:16,0:12:21,0:00:05,Technique,Giving Subjective Information
T-Speech,0:12:25,0:12:32,0:00:07,Technique,Giving Subjective Information
T-Speech,0:12:40,0:12:45,0:00:05,Musical Expression,Giving Subjective Information
T-Speech,0:12:45,0:12:47,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:12:48,0:12:55,0:00:07,Musical Expression,Giving Practice
T-Speech,0:13:05,0:13:09,0:00:04,Musical Expression,Giving Practice
T-Speech,0:13:24,0:13:26,0:00:02,Musical Expression,Giving Feedback
T-Speech,0:13:33,0:13:37,0:00:04,Musical Expression,Giving Subjective Information
T-Speech,0:13:40,0:13:47,0:00:07,Musical Expression,Giving Practice
T-Speech,0:13:56,0:13:59,0:00:03,Technique,Giving Subjective Information
T-Speech,0:14:01,0:14:06,0:00:05,Musical Expression,Giving Feedback
T-Speech,0:14:10,0:14:17,0:00:07,Musical Expression,Giving Practice
T-Speech,0:14:18,0:14:21,0:00:03,Musical Expression,Giving Feedback
T-Speech,0:14:27,0:14:39,0:00:12,Musical Expression,Giving Feedback
T-Speech,0:14:46,0:14:51,0:00:05,Musical Expression,Giving Practice
T-Speech,0:14:55,0:14:56,0:00:01,Musical Expression,Giving Feedback
T-Speech,0:15:13,0:15:27,0:00:14,Technique,Giving Feedback
T-Speech,0:15:29,0:15:35,0:00:06,Technique,Giving Feedback
T-Speech,0:15:37,0:15:40,0:00:03,Technique,Giving Practice
T-Speech,0:15:52,0:15:54,0:00:02,Technique,Giving Subjective Information
T-Speech,0:15:56,0:16:02,0:00:06,Technique,Giving Practice
T-Speech,0:16:04,0:16:05,0:00:01,Technique,Giving Subjective Information
T-Speech,0:16:07,0:16:16,0:00:09,Technique,Giving Feedback
T-Speech,0:16:18,0:16:26,0:00:08,Technique,Giving Practice
T-Speech,0:16:31,0:16:37,0:00:06,Technique,Giving Practice
T-Speech,0:16:45,0:16:50,0:00:05,Technique,Giving Practice
T-Speech,0:16:51,0:16:54,0:00:03,Technique,Giving Subjective Information
T-Speech,0:16:55,0:17:18,0:00:23,Technique,Giving Practice
T-Speech,0:17:20,0:17:33,0:00:13,Technique,Giving Practice
T-Speech,0:17:37,0:17:41,0:00:04,Technique,Giving Subjective Information
T-Speech,0:17:43,0:17:44,0:00:01,Technique,Giving Subjective Information
T-Speech,0:17:51,0:18:01,0:00:10,Technique,Giving Practice
T-Speech,0:18:08,0:18:13,0:00:05,Other,Giving Subjective Information
T-Speech,0:18:15,0:18:22,0:00:07,Other,Giving Advice
,,,,,
,,,,,
,,,,,
,,,,,
