Speaker,start,end,time,ITL,ICL
Music,0:00:22,0:01:33,0:01:11,,
Music,0:01:53,0:01:58,0:00:05,,
Music,0:02:15,0:02:26,0:00:11,,
Music,0:02:33,0:02:34,0:00:01,,
Music,0:02:39,0:02:49,0:00:10,,
Music,0:02:59,0:03:41,0:00:42,,
Music,0:03:47,0:04:11,0:00:24,,
Music,0:04:12,0:04:14,0:00:02,,
Music,0:04:17,0:04:42,0:00:25,,
Music,0:04:46,0:04:56,0:00:10,,
Music,0:04:59,0:05:39,0:00:40,,
Music,0:05:46,0:06:24,0:00:38,,
Music,0:06:24,0:06:57,0:00:33,,
Music,0:07:01,0:07:41,0:00:40,,
Music,0:07:43,0:08:09,0:00:26,,
Music,0:08:13,0:08:48,0:00:35,,
Music,0:08:51,0:09:36,0:00:45,,
Music,0:09:37,0:10:12,0:00:35,,
Music,0:10:14,0:11:03,0:00:49,,
Music,0:11:04,0:11:10,0:00:06,,
Music,0:11:13,0:12:42,0:01:29,,
Music,0:12:43,0:13:11,0:00:28,,
Music,0:13:22,0:13:24,0:00:02,,
Music,0:13:32,0:13:38,0:00:06,,
Music,0:13:41,0:14:16,0:00:35,,
Music,0:14:18,0:14:50,0:00:32,,
Music,0:14:52,0:16:34,0:01:42,,
Music,0:16:38,0:16:40,0:00:02,,
Music,0:16:44,0:17:25,0:00:41,,
Music,0:17:33,0:17:40,0:00:07,,
Music,0:17:46,0:17:52,0:00:06,,
Music,0:17:57,0:18:05,0:00:08,,
Music,0:18:11,0:18:24,0:00:13,,
Music,0:18:30,0:18:39,0:00:09,,
Music,0:18:41,0:18:59,0:00:18,,
Music,0:19:07,0:20:36,0:01:29,,
Music,0:20:38,0:21:23,0:00:45,,
Music,0:21:24,0:22:22,0:00:58,,
Music,0:22:27,0:22:37,0:00:10,,
Music,0:22:48,0:23:22,0:00:34,,
Music,0:23:22,0:23:25,0:00:03,,
Music,0:23:31,0:23:34,0:00:03,,
Music,0:23:40,0:23:42,0:00:02,,
Music,0:23:45,0:24:02,0:00:17,,
Music,0:24:03,0:24:08,0:00:05,,
Music,0:24:08,0:25:11,0:01:03,,
Music,0:25:16,0:25:34,0:00:18,,
Music,0:25:37,0:25:44,0:00:07,,
Music,0:25:46,0:26:31,0:00:45,,
Music,0:26:32,0:26:54,0:00:22,,
Music,0:27:06,0:28:32,0:01:26,,
Music,0:28:43,0:28:52,0:00:09,,
S-Speech,0:00:04,0:00:18,0:00:14,,
S-Speech,0:01:33,0:01:37,0:00:04,,
S-Speech,0:01:45,0:01:47,0:00:02,,
S-Speech,0:01:50,0:01:51,0:00:01,,
S-Speech,0:01:57,0:02:00,0:00:03,,
S-Speech,0:02:01,0:02:03,0:00:02,,
S-Speech,0:02:09,0:02:11,0:00:02,,
S-Speech,0:02:12,0:02:16,0:00:04,,
S-Speech,0:02:29,0:02:37,0:00:08,,
S-Speech,0:02:52,0:02:55,0:00:03,,
S-Speech,0:03:10,0:03:12,0:00:02,,
S-Speech,0:03:45,0:03:46,0:00:01,,
S-Speech,0:04:09,0:04:18,0:00:09,,
S-Speech,0:04:32,0:04:34,0:00:02,,
S-Speech,0:04:36,0:04:38,0:00:02,,
S-Speech,0:04:45,0:04:48,0:00:03,,
S-Speech,0:05:02,0:05:04,0:00:02,,
